,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
0,Tyreek Hill,WR,KAN,1.0,PHI,4,4,Sun,12,11,186,16.91,3,91.70%,15.5,50.6,0,0,0,0,0,0,0,0,0,1,42,30
1,Amari Cooper,WR,DAL,1.0,TAM,1,1,Thu,17,13,139,10.69,2,76.50%,8.18,41.9,0,0,0,0,0,0,0,0,0,0,29,31
2,Davante Adams,WR,GNB,1.0,CIN,5,5,Sun,16,11,206,18.73,1,68.80%,12.88,40.6,0,0,0,0,0,0,0,0,0,1,25,22
3,Cooper Kupp,WR,LAR,0.0,DET,7,7,Sun,13,10,156,15.6,2,76.90%,12.0,40.6,0,0,0,0,0,0,0,0,0,1,28,19
4,Tyreek Hill,WR,KAN,0.0,CLE,1,1,Sun,15,11,197,17.91,1,73.30%,13.13,40.1,0,0,0,0,0,1,4,0,0,1,33,29
5,Cooper Kupp,WR,LAR,1.0,IND,2,2,Sun,11,9,163,18.11,2,81.80%,14.82,39.8,0,0,0,0,0,1,-5,0,0,1,27,24
6,Mike Williams,WR,LAC,0.0,CLE,5,5,Sun,16,8,165,20.63,2,50.00%,10.31,39.5,0,0,0,0,0,0,0,0,0,1,47,42
7,CeeDee Lamb,WR,DAL,1.0,NWE,6,6,Sun,11,9,149,16.56,2,81.80%,13.55,39.1,0,0,0,0,0,1,2,0,0,1,35,29
8,Deebo Samuel,WR,SFO,0.0,SEA,4,4,Sun,13,8,156,19.5,2,61.50%,12.0,38.7,0,0,0,0,0,1,1,0,0,0,21,28
9,Ja'Marr Chase,WR,CIN,1.0,BAL,7,7,Sun,10,8,201,25.13,1,80.00%,20.1,37.1,0,0,0,0,0,0,0,0,1,1,41,17
10,Cooper Kupp,WR,LAR,1.0,NYG,6,6,Sun,12,9,130,14.44,2,75.00%,10.83,37.0,0,0,0,0,0,0,0,0,0,1,38,11
11,Marquise Brown,WR,BAL,0.0,IND,5,5,Mon,10,9,125,13.89,2,90.00%,12.5,36.5,0,0,0,0,0,0,0,0,0,1,31,25
12,Mike Williams,WR,LAC,1.0,KAN,3,3,Sun,9,7,122,17.43,2,77.80%,13.56,36.2,0,0,0,0,0,0,0,0,0,1,30,24
13,Deebo Samuel,WR,SFO,1.0,DET,1,1,Sun,12,9,189,21.0,1,75.00%,15.75,35.9,0,0,0,0,0,0,0,0,1,1,41,33
14,D.J. Moore,WR,CAR,1.0,DAL,4,4,Sun,12,8,113,14.13,2,66.70%,9.42,34.9,0,0,0,0,0,1,6,0,0,0,28,36
15,Tyler Lockett,WR,SEA,0.0,TEN,2,2,Sun,11,8,178,22.25,1,72.70%,16.18,34.8,0,0,0,0,0,0,0,0,0,0,30,33
16,A.J. Brown,WR,TEN,1.0,IND,8,8,Sun,11,10,155,15.5,1,90.90%,14.09,34.5,0,1,0,0,0,0,0,0,0,1,34,31
17,Antonio Brown,WR,TAM,0.0,MIA,5,5,Sun,8,7,124,17.71,2,87.50%,15.5,34.4,0,0,0,0,0,0,0,0,0,1,45,17
18,Davante Adams,WR,GNB,1.0,SFO,3,3,Sun,18,12,132,11.0,1,66.70%,7.33,34.2,0,0,0,0,0,0,0,0,0,1,30,28
19,Terry McLaurin,WR,WAS,1.0,ATL,4,4,Sun,13,6,123,20.5,2,46.20%,9.46,33.3,0,0,0,0,0,0,0,0,0,1,34,30
20,Adam Thielen,WR,MIN,1.0,CAR,6,6,Sun,13,11,126,11.45,1,84.60%,9.69,32.8,0,0,0,0,0,1,2,0,0,1,34,28
21,Kadarius Toney,WR,NYG,1.0,DAL,5,5,Sun,13,10,189,18.9,0,76.90%,14.54,32.6,0,1,0,0,0,1,7,0,0,0,20,44
22,Mike Evans,WR,TAM,0.0,MIA,5,5,Sun,8,6,113,18.83,2,75.00%,14.13,32.3,0,0,0,0,0,0,0,0,0,1,45,17
23,Mike Evans,WR,TAM,0.0,CHI,7,7,Sun,10,6,76,12.67,3,60.00%,7.6,31.6,0,0,0,0,0,0,0,0,0,1,38,3
24,Chris Godwin,WR,TAM,1.0,NOR,8,8,Sun,12,8,140,17.5,1,66.70%,11.67,31.0,0,0,0,0,0,0,0,0,0,0,27,36
25,Ja'Marr Chase,WR,CIN,0.0,GNB,5,5,Sun,10,6,159,26.5,1,60.00%,15.9,30.9,0,0,0,0,0,0,0,0,0,0,22,25
26,Terry McLaurin,WR,WAS,0.0,NYG,2,2,Thu,14,11,107,9.73,1,78.60%,7.64,30.7,0,0,0,0,0,0,0,0,0,1,30,29
27,Cooper Kupp,WR,LAR,0.0,TAM,3,3,Sun,12,9,96,10.67,2,75.00%,8.0,30.6,0,0,0,0,0,0,0,0,0,1,34,24
28,Michael Pittman Jr.,WR,IND,0.0,TEN,8,8,Sun,15,10,86,8.6,2,66.70%,5.73,30.6,0,0,0,0,0,0,0,0,0,0,31,34
29,A.J. Brown,WR,TEN,0.0,KAN,7,7,Sun,9,8,133,16.63,1,88.90%,14.78,30.3,0,0,0,0,0,0,0,0,0,1,27,3
30,Adam Thielen,WR,MIN,1.0,CIN,1,1,Sun,10,9,92,10.22,2,90.00%,9.2,30.2,0,0,0,0,0,0,0,0,0,0,24,27
31,Robert Woods,WR,LAR,1.0,SEA,5,5,Thu,14,12,150,12.5,0,85.70%,10.71,30.0,0,0,0,0,0,0,0,0,0,1,26,17
32,Justin Jefferson,WR,MIN,0.0,SEA,3,3,Sun,11,9,118,13.11,1,81.80%,10.73,29.8,0,0,0,0,0,0,0,0,0,1,30,17
33,Amari Cooper,WR,DAL,1.0,MIN,7,8,Sun,13,8,122,15.25,1,61.50%,9.38,29.2,0,0,0,0,0,0,0,0,1,1,20,16
34,Tyler Lockett,WR,SEA,0.0,JAX,8,8,Sun,13,12,142,11.83,0,92.30%,10.92,29.2,0,0,0,0,0,0,0,0,0,1,31,7
35,Donovan Peoples-Jones,WR,CLE,0.0,ARI,6,6,Sun,5,4,101,25.25,2,80.00%,20.2,29.1,0,0,0,0,0,0,0,0,0,0,14,37
36,Tyler Lockett,WR,SEA,1.0,IND,1,1,Sun,5,4,100,25.0,2,80.00%,20.0,29.0,0,0,0,0,0,0,0,0,0,1,28,16
37,Jaylen Waddle,WR,MIA,1.0,JAX,6,6,Sun,13,10,70,7.0,2,76.90%,5.38,29.0,0,0,0,0,0,0,0,0,0,0,20,23
38,Terry McLaurin,WR,WAS,1.0,GNB,7,7,Sun,12,7,122,17.43,1,58.30%,10.17,28.2,0,0,0,0,0,0,0,0,0,0,10,24
39,Chris Godwin,WR,TAM,0.0,CHI,7,7,Sun,11,8,111,13.88,1,72.70%,10.09,28.1,0,0,0,0,0,0,0,0,0,1,38,3
40,Courtland Sutton,WR,DEN,1.0,PIT,5,5,Sun,11,7,120,17.14,1,63.60%,10.91,28.0,0,0,0,0,0,0,0,0,0,0,19,27
41,Courtland Sutton,WR,DEN,1.0,JAX,2,2,Sun,12,9,159,17.67,0,75.00%,13.25,27.9,0,0,0,0,0,0,0,0,0,1,23,13
42,Chris Godwin,WR,TAM,0.0,DAL,1,1,Thu,13,9,105,11.67,1,69.20%,8.08,27.5,0,0,0,0,0,0,0,0,1,1,31,29
43,Cooper Kupp,WR,LAR,1.0,HOU,8,8,Sun,9,7,115,16.43,1,77.80%,12.78,27.5,0,0,0,0,0,0,0,0,0,1,38,22
44,Tyreek Hill,WR,KAN,0.0,NYG,8,8,Mon,18,12,94,7.83,1,66.70%,5.22,27.4,0,0,0,0,0,0,0,0,0,1,20,17
45,Elijah Moore,WR,NYJ,1.0,IND,8,9,Thu,8,7,84,12.0,2,87.50%,10.5,27.4,0,0,0,0,0,0,0,0,0,0,30,45
46,Rondale Moore,WR,ARI,0.0,MIN,2,2,Sun,8,7,114,16.29,1,87.50%,14.25,27.4,0,0,0,0,0,0,0,0,1,1,34,33
47,Sterling Shepard,WR,NYG,0.0,DEN,1,1,Sun,9,7,113,16.14,1,77.80%,12.56,27.3,0,0,0,0,0,0,0,0,0,0,13,27
48,Chase Claypool,WR,PIT,0.0,DEN,5,5,Sun,6,5,130,26.0,1,83.30%,21.67,27.0,0,0,0,0,0,0,0,0,0,1,27,19
49,Cooper Kupp,WR,LAR,0.0,CHI,1,1,Sun,10,7,108,15.43,1,70.00%,10.8,26.8,0,0,0,0,0,0,0,0,0,1,34,14
50,D.K. Metcalf,WR,SEA,0.0,LAR,5,5,Thu,5,5,98,19.6,2,100.00%,19.6,26.8,0,0,0,0,0,0,0,0,0,0,17,26
51,Antonio Brown,WR,TAM,0.0,DAL,1,1,Thu,7,5,121,24.2,1,71.40%,17.29,26.7,0,0,0,0,0,1,6,0,0,1,31,29
52,Corey Davis,WR,NYJ,1.0,CAR,1,1,Sun,7,5,97,19.4,2,71.40%,13.86,26.7,0,0,0,0,0,0,0,0,0,0,14,19
53,CeeDee Lamb,WR,DAL,1.0,TAM,1,1,Thu,15,7,104,14.86,1,46.70%,6.93,26.4,0,0,0,0,0,0,0,0,0,0,29,31
54,Emmanuel Sanders,WR,BUF,0.0,WAS,3,3,Sun,6,5,94,18.8,2,83.30%,15.67,26.4,0,0,0,0,0,0,0,0,0,1,43,21
55,Marquise Brown,WR,BAL,0.0,KAN,2,2,Sun,10,6,113,18.83,1,60.00%,11.3,26.3,0,0,0,0,0,0,0,0,0,1,36,35
56,DeAndre Hopkins,WR,ARI,1.0,TEN,1,1,Sun,8,6,83,13.83,2,75.00%,10.38,26.3,0,0,0,0,0,0,0,0,0,1,38,13
57,Deebo Samuel,WR,SFO,1.0,CHI,7,8,Sun,9,6,171,28.5,0,66.70%,19.0,26.1,0,0,0,0,0,0,0,0,0,1,33,22
58,Marvin Jones,WR,JAX,0.0,MIA,6,6,Sun,10,7,100,14.29,1,70.00%,10.0,26.0,0,0,0,0,0,0,0,0,0,1,23,20
59,D.K. Metcalf,WR,SEA,1.0,MIN,3,3,Sun,9,6,107,17.83,1,66.70%,11.89,25.7,0,0,0,0,0,0,0,0,0,0,17,30
60,DeVonta Smith,WR,PHI,0.0,LAC,9,9,Sun,6,5,116,23.2,1,83.30%,19.33,25.6,0,0,0,0,0,0,0,0,0,0,24,27
61,Henry Ruggs III,WR,LVR,1.0,PIT,2,2,Sun,7,5,113,22.6,1,71.40%,16.14,25.5,0,0,0,0,0,1,2,0,0,1,26,17
62,Keenan Allen,WR,LAC,1.0,PHI,8,9,Sun,13,12,104,8.67,0,92.30%,8.0,25.4,0,0,0,0,0,0,0,0,0,1,27,24
63,Deebo Samuel,WR,SFO,0.0,IND,6,7,Sun,11,7,100,14.29,1,63.60%,9.09,25.0,0,0,0,0,0,0,0,0,1,0,18,30
64,Chris Moore,WR,HOU,0.0,NWE,5,5,Sun,5,5,109,21.8,1,100.00%,21.8,24.9,0,0,0,0,0,0,0,0,0,0,22,25
65,Marquez Callaway,WR,NOR,1.0,WAS,5,5,Sun,8,4,85,21.25,2,50.00%,10.63,24.5,0,0,0,0,0,0,0,0,0,1,33,22
66,Mike Evans,WR,TAM,0.0,ATL,2,2,Sun,9,5,75,15.0,2,55.60%,8.33,24.5,0,0,0,0,0,0,0,0,0,1,48,25
67,Antonio Brown,WR,TAM,1.0,PHI,6,6,Thu,13,9,93,10.33,1,69.20%,7.15,24.3,0,0,0,0,0,0,0,0,0,1,28,22
68,Diontae Johnson,WR,PIT,1.0,GNB,4,4,Sun,13,9,92,10.22,1,69.20%,7.08,24.2,0,0,0,0,0,0,0,0,0,0,17,27
69,Corey Davis,WR,NYJ,0.0,TEN,4,4,Sun,7,4,111,27.75,1,57.10%,15.86,24.1,0,0,0,0,0,0,0,0,1,1,27,24
70,Cole Beasley,WR,BUF,0.0,MIA,7,8,Sun,13,10,110,11.0,0,76.90%,8.46,24.0,0,1,0,0,0,0,0,0,0,1,26,11
71,DeSean Jackson,WR,LAR,0.0,TAM,3,3,Sun,5,3,120,40.0,1,60.00%,24.0,24.0,0,0,0,0,0,0,0,0,0,1,34,24
72,Christian Kirk,WR,ARI,1.0,TEN,1,1,Sun,5,5,70,14.0,2,100.00%,14.0,24.0,0,0,0,0,0,0,0,0,0,1,38,13
73,Ja'Marr Chase,WR,CIN,0.0,MIN,1,1,Sun,7,5,101,20.2,1,71.40%,14.43,23.9,0,0,0,0,0,1,-2,0,0,1,27,24
74,Randall Cobb,WR,GNB,0.0,PIT,4,4,Sun,6,5,69,13.8,2,83.30%,11.5,23.9,0,0,0,0,0,0,0,0,0,1,27,17
75,Stefon Diggs,WR,BUF,1.0,TEN,6,6,Mon,11,9,89,9.89,1,81.80%,8.09,23.9,0,0,0,0,0,0,0,0,0,0,31,34
76,Tyler Boyd,WR,CIN,0.0,JAX,4,4,Thu,11,9,118,13.11,0,81.80%,10.73,23.8,0,0,0,0,0,0,0,0,0,1,24,21
77,Brandin Cooks,WR,HOU,0.0,CAR,3,3,Thu,11,9,112,12.44,0,81.80%,10.18,23.7,0,0,0,0,0,1,5,0,0,0,9,24
78,Marquise Brown,WR,BAL,0.0,MIN,8,9,Sun,12,9,116,12.89,0,75.00%,9.67,23.6,0,0,0,0,0,0,0,0,0,1,34,31
79,D.J. Moore,WR,CAR,1.0,HOU,3,3,Thu,12,8,126,15.75,0,66.70%,10.5,23.5,0,0,0,0,0,1,-1,0,0,1,24,9
80,Michael Pittman Jr.,WR,IND,1.0,SFO,7,7,Sun,4,4,105,26.25,1,100.00%,26.25,23.5,0,0,0,0,0,0,0,0,0,1,30,18
81,Courtland Sutton,WR,DEN,0.0,LVR,6,6,Sun,14,8,94,11.75,1,57.10%,6.71,23.4,0,0,0,0,0,0,0,0,0,0,24,34
82,Michael Pittman Jr.,WR,IND,0.0,LAR,2,2,Sun,12,8,123,15.38,0,66.70%,10.25,23.3,0,0,0,0,0,0,0,0,0,0,24,27
83,Davante Adams,WR,GNB,0.0,DET,2,2,Mon,9,8,121,15.13,0,88.90%,13.44,23.1,0,0,0,0,0,0,0,0,0,1,35,17
84,Brandin Cooks,WR,HOU,1.0,CLE,2,2,Sun,14,9,78,8.67,1,64.30%,5.57,22.8,0,0,0,0,0,0,0,0,0,0,21,31
85,Tyreek Hill,WR,KAN,1.0,WAS,6,6,Sun,12,9,76,8.44,1,75.00%,6.33,22.6,0,0,0,0,0,0,0,0,0,1,31,13
86,Ja'Marr Chase,WR,CIN,1.0,PIT,3,3,Sun,5,4,65,16.25,2,80.00%,13.0,22.5,0,0,0,0,0,0,0,0,0,1,24,10
87,Diontae Johnson,WR,PIT,0.0,LVR,2,2,Sun,12,9,105,11.67,0,75.00%,8.75,22.5,0,0,0,0,0,0,0,0,0,0,17,26
88,Justin Jefferson,WR,MIN,0.0,DET,5,5,Sun,8,7,124,17.71,0,87.50%,15.5,22.4,0,0,0,0,0,0,0,0,0,1,19,17
89,D.K. Metcalf,WR,SEA,0.0,JAX,8,8,Sun,6,6,43,7.17,2,100.00%,7.17,22.3,0,0,0,0,0,0,0,0,0,1,31,7
90,DeVonta Smith,WR,PHI,0.0,KAN,4,4,Sun,10,7,122,17.43,0,70.00%,12.2,22.2,0,0,0,0,0,0,0,0,0,0,30,42
91,Mike Williams,WR,LAC,1.0,WAS,1,1,Sun,12,8,82,10.25,1,66.70%,6.83,22.2,0,0,0,0,0,0,0,0,0,1,20,16
92,Mike Williams,WR,LAC,0.0,DAL,2,2,Sun,10,7,91,13.0,1,70.00%,9.1,22.1,0,0,0,0,0,0,0,0,0,0,17,20
93,Keenan Allen,WR,LAC,1.0,WAS,1,1,Sun,13,9,100,11.11,0,69.20%,7.69,22.0,0,0,0,0,0,0,0,0,1,1,20,16
94,D.J. Moore,WR,CAR,0.0,NOR,2,2,Sun,11,8,79,9.88,1,72.70%,7.18,21.9,0,0,0,0,0,0,0,0,0,1,26,7
95,Cole Beasley,WR,BUF,1.0,TEN,6,6,Mon,9,7,88,12.57,1,77.80%,9.78,21.8,0,0,0,0,0,0,0,0,0,0,31,34
96,Julio Jones,WR,TEN,1.0,SEA,2,2,Sun,8,6,128,21.33,0,75.00%,16.0,21.8,0,0,0,0,0,0,0,0,0,1,33,30
97,Kendrick Bourne,WR,NWE,0.0,NOR,3,3,Sun,8,6,96,16.0,1,75.00%,12.0,21.6,0,0,0,0,0,0,0,0,0,0,13,28
98,Mike Evans,WR,TAM,1.0,LAR,3,3,Sun,10,8,106,13.25,0,80.00%,10.6,21.6,0,0,0,0,0,0,0,0,0,0,24,34
99,Darnell Mooney,WR,CHI,0.0,DET,4,4,Sun,7,5,125,25.0,0,71.40%,17.86,21.5,0,0,0,0,0,1,10,0,0,1,24,14
100,Stefon Diggs,WR,BUF,0.0,HOU,4,4,Sun,11,7,114,16.29,0,63.60%,10.36,21.4,0,0,0,0,0,0,0,0,1,1,40,0
101,Brandin Cooks,WR,HOU,0.0,JAX,1,1,Sun,7,5,132,26.4,0,71.40%,18.86,21.2,0,0,0,0,0,0,0,0,0,1,37,21
102,Van Jefferson,WR,LAR,0.0,ARI,4,4,Sun,6,6,90,15.0,1,100.00%,15.0,21.0,0,0,0,0,0,0,0,0,0,0,20,37
103,Freddie Swain,WR,SEA,0.0,TEN,2,2,Sun,5,5,95,19.0,1,100.00%,19.0,21.0,0,0,0,0,0,1,5,0,0,0,30,33
104,Michael Pittman Jr.,WR,IND,1.0,BAL,5,5,Mon,7,6,89,14.83,1,85.70%,12.71,20.9,0,0,0,0,0,0,0,0,0,0,25,31
105,Cole Beasley,WR,BUF,0.0,WAS,3,3,Sun,13,11,98,8.91,0,84.60%,7.54,20.8,0,0,0,0,0,0,0,0,0,1,43,21
106,Olamide Zaccheaus,WR,ATL,1.0,NOR,8,9,Sun,3,3,58,19.33,2,100.00%,19.33,20.8,0,0,0,0,0,0,0,0,0,1,27,25
107,DeAndre Hopkins,WR,ARI,0.0,SFO,5,5,Sun,9,6,87,14.5,1,66.70%,9.67,20.7,0,0,0,0,0,0,0,0,0,1,17,10
108,Robert Woods,WR,LAR,1.0,HOU,8,8,Sun,9,3,35,11.67,1,33.30%,3.89,20.7,0,0,0,0,0,3,22,1,0,1,38,22
109,Kenny Golladay,WR,NYG,1.0,NOR,4,4,Sun,7,6,116,19.33,0,85.70%,16.57,20.6,0,0,0,0,0,0,0,0,0,1,27,21
110,Darnell Mooney,WR,CHI,1.0,PIT,9,9,Mon,6,3,41,13.67,1,50.00%,6.83,20.6,0,0,0,0,0,1,15,1,0,0,27,29
111,Kalif Raymond,WR,DET,1.0,LAR,7,7,Sun,8,6,115,19.17,0,75.00%,14.38,20.6,0,0,0,0,0,1,1,0,0,0,19,28
112,DeAndre Hopkins,WR,ARI,1.0,CLE,6,6,Sun,4,3,55,18.33,2,75.00%,13.75,20.5,0,0,0,0,0,0,0,0,0,1,37,14
113,Cooper Kupp,WR,LAR,0.0,TEN,9,9,Sun,13,11,95,8.64,0,84.60%,7.31,20.5,0,0,0,0,0,0,0,0,0,0,16,28
114,Justin Jefferson,WR,MIN,0.0,CLE,4,4,Sun,7,6,84,14.0,1,85.70%,12.0,20.4,0,0,0,0,0,0,0,0,0,0,7,14
115,Christian Kirk,WR,ARI,1.0,JAX,3,3,Sun,8,7,104,14.86,0,87.50%,13.0,20.4,0,0,0,0,0,0,0,0,0,1,31,19
116,Emmanuel Sanders,WR,BUF,1.0,KAN,5,5,Sun,5,3,54,18.0,2,60.00%,10.8,20.4,0,0,0,0,0,0,0,0,0,1,38,20
117,Brandin Cooks,WR,HOU,0.0,LAR,8,8,Sun,6,6,83,13.83,1,100.00%,13.83,20.3,0,0,0,0,0,0,0,0,0,0,22,38
118,Zach Pascal,WR,IND,0.0,SEA,1,1,Sun,5,4,43,10.75,2,80.00%,8.6,20.3,0,0,0,0,0,0,0,0,0,0,16,28
119,Malik Turner,WR,DAL,0.0,DEN,8,9,Sun,7,5,33,6.6,2,71.40%,4.71,20.3,0,0,0,0,0,0,0,0,0,0,16,30
120,CeeDee Lamb,WR,DAL,1.0,MIN,7,8,Sun,8,6,112,18.67,0,75.00%,14.0,20.2,0,0,0,0,0,0,0,0,0,1,20,16
121,K.J. Osborn,WR,MIN,1.0,ARI,2,2,Sun,6,5,91,18.2,1,83.30%,15.17,20.1,0,0,0,0,0,0,0,0,0,0,33,34
122,K.J. Osborn,WR,MIN,1.0,CAR,6,6,Sun,7,6,78,13.0,1,85.70%,11.14,19.8,0,0,0,0,0,0,0,0,0,1,34,28
123,Adam Thielen,WR,MIN,0.0,DAL,7,8,Sun,9,6,78,13.0,1,66.70%,8.67,19.8,0,0,0,0,0,0,0,0,0,0,16,20
124,Brandon Aiyuk,WR,SFO,0.0,ARI,8,9,Sun,8,6,89,14.83,1,75.00%,11.13,19.7,0,0,0,0,0,1,-2,0,1,0,17,31
125,Keenan Allen,WR,LAC,0.0,NWE,7,8,Sun,11,6,77,12.83,1,54.50%,7.0,19.7,0,0,0,0,0,0,0,0,0,0,24,27
126,Tyler Boyd,WR,CIN,1.0,NYJ,8,8,Sun,8,5,69,13.8,1,62.50%,8.63,19.7,1,1,46,0,0,0,0,0,0,0,31,34
127,Davante Adams,WR,GNB,0.0,WAS,7,7,Sun,7,6,76,12.67,1,85.70%,10.86,19.6,0,0,0,0,0,0,0,0,0,1,24,10
128,Chris Godwin,WR,TAM,1.0,LAR,3,3,Sun,7,6,74,12.33,0,85.70%,10.57,19.6,0,0,0,0,0,1,2,1,0,0,24,34
129,Kalif Raymond,WR,DET,1.0,CHI,4,4,Sun,6,3,46,15.33,2,50.00%,7.67,19.6,0,0,0,0,0,0,0,0,0,0,14,24
130,Marquise Brown,WR,BAL,1.0,LVR,1,1,Mon,6,6,69,11.5,1,100.00%,11.5,19.4,0,0,0,0,0,1,5,0,0,0,27,33
131,Jarvis Landry,WR,CLE,1.0,KAN,1,1,Sun,5,5,71,14.2,0,100.00%,14.2,19.4,0,0,0,0,0,2,13,1,0,0,29,33
132,Calvin Ridley,WR,ATL,1.0,TAM,2,2,Sun,10,7,63,9.0,1,70.00%,6.3,19.3,0,0,0,0,0,0,0,0,0,0,25,48
133,A.J. Green,WR,ARI,1.0,JAX,3,3,Sun,6,5,112,22.4,0,83.30%,18.67,19.2,0,0,0,0,0,0,0,0,0,1,31,19
134,Marquise Brown,WR,BAL,1.0,DEN,4,4,Sun,5,4,91,22.75,1,80.00%,18.2,19.1,0,0,0,0,0,0,0,0,0,1,23,7
135,Jamison Crowder,WR,NYJ,0.0,TEN,4,4,Sun,9,7,61,8.71,1,77.80%,6.78,19.1,0,0,0,0,0,0,0,0,0,1,27,24
136,DeVonta Smith,WR,PHI,1.0,ATL,1,1,Sun,8,6,71,11.83,1,75.00%,8.88,19.1,0,0,0,0,0,0,0,0,0,1,32,6
137,Keenan Allen,WR,LAC,1.0,KAN,3,3,Sun,12,8,50,6.25,1,66.70%,4.17,19.0,0,0,0,0,0,0,0,0,0,1,30,24
138,Marquise Brown,WR,BAL,0.0,CIN,7,7,Sun,14,5,80,16.0,1,35.70%,5.71,19.0,0,0,0,0,0,0,0,0,0,0,17,41
139,A.J. Green,WR,ARI,1.0,CLE,6,6,Sun,6,5,79,15.8,1,83.30%,13.17,18.9,0,0,0,0,0,0,0,0,0,1,37,14
140,Taysom Hill,WR,NOR,0.0,NYG,4,4,Sun,2,2,26,13.0,0,100.00%,13.0,18.8,2,3,9,0,1,6,28,2,0,0,21,27
141,CeeDee Lamb,WR,DAL,0.0,NYG,5,5,Sun,6,4,84,21.0,1,66.70%,14.0,18.8,0,0,0,0,0,1,4,0,0,1,44,20
142,Cedrick Wilson Jr.,WR,DAL,1.0,MIN,7,8,Sun,3,3,84,28.0,1,100.00%,28.0,18.8,1,1,35,0,0,0,0,0,0,1,20,16
143,Marvin Jones,WR,JAX,1.0,HOU,1,1,Sun,9,5,77,15.4,1,55.60%,8.56,18.7,0,0,0,0,0,0,0,0,0,0,21,37
144,Hunter Renfrow,WR,LVR,0.0,MIA,3,3,Sun,6,5,77,15.4,1,83.30%,12.83,18.7,0,0,0,0,0,0,0,0,0,1,31,28
145,Henry Ruggs III,WR,LVR,1.0,DEN,6,6,Sun,4,3,97,32.33,1,75.00%,24.25,18.7,0,0,0,0,0,0,0,0,0,1,34,24
146,Chase Claypool,WR,PIT,0.0,CIN,3,3,Sun,15,9,96,10.67,0,60.00%,6.4,18.6,0,0,0,0,0,0,0,0,0,0,10,24
147,Diontae Johnson,WR,PIT,0.0,SEA,6,6,Sun,13,9,71,7.89,0,69.20%,5.46,18.6,0,0,0,0,0,1,25,0,0,1,23,20
148,Justin Jefferson,WR,MIN,1.0,ARI,2,2,Sun,10,6,65,10.83,1,60.00%,6.5,18.5,0,0,0,0,0,0,0,0,0,0,33,34
149,Christian Kirk,WR,ARI,1.0,CLE,6,6,Sun,8,5,75,15.0,1,62.50%,9.38,18.5,0,0,0,0,0,0,0,0,0,1,37,14
150,Tim Patrick,WR,DEN,1.0,DAL,9,9,Sun,5,4,85,21.25,1,80.00%,17.0,18.5,0,0,0,0,0,0,0,0,0,1,30,16
151,Jakobi Meyers,WR,NWE,0.0,NOR,3,3,Sun,14,9,94,10.44,0,64.30%,6.71,18.4,0,0,0,0,0,0,0,0,0,0,13,28
152,DeAndre Hopkins,WR,ARI,0.0,HOU,7,7,Sun,9,7,53,7.57,1,77.80%,5.89,18.3,0,0,0,0,0,0,0,0,0,1,31,5
153,Nelson Agholor,WR,NWE,0.0,MIA,1,1,Sun,7,5,72,14.4,1,71.40%,10.29,18.2,0,0,0,0,0,0,0,0,0,0,16,17
154,Brandin Cooks,WR,HOU,1.0,IND,6,6,Sun,13,9,89,9.89,0,69.20%,6.85,17.9,0,0,0,0,0,0,0,0,0,0,3,31
155,Hunter Renfrow,WR,LVR,1.0,NYG,8,9,Sun,9,7,49,7.0,1,77.80%,5.44,17.9,0,0,0,0,0,0,0,0,1,0,16,23
156,Keenan Allen,WR,LAC,0.0,DAL,2,2,Sun,8,4,108,27.0,0,50.00%,13.5,17.8,0,0,0,0,0,0,0,0,0,0,17,20
157,Jaylen Waddle,WR,MIA,1.0,LVR,3,3,Sun,13,12,58,4.83,0,92.30%,4.46,17.8,0,0,0,0,0,0,0,0,1,0,28,31
158,A.J. Green,WR,ARI,1.0,LAR,4,4,Sun,6,5,67,13.4,1,83.30%,11.17,17.7,0,0,0,0,0,0,0,0,0,1,37,20
159,DeVante Parker,WR,MIA,0.0,IND,4,4,Sun,9,4,77,19.25,1,44.40%,8.56,17.7,0,0,0,0,0,0,0,0,0,0,17,27
160,DJ Chark,WR,JAX,1.0,HOU,1,1,Sun,12,3,86,28.67,1,25.00%,7.17,17.6,0,0,0,0,0,0,0,0,0,0,21,37
161,D.K. Metcalf,WR,SEA,0.0,NOR,7,7,Mon,5,2,96,48.0,1,40.00%,19.2,17.6,0,0,0,0,0,0,0,0,0,0,10,13
162,Sterling Shepard,WR,NYG,0.0,LAR,6,6,Sun,14,10,76,7.6,0,71.40%,5.43,17.6,0,0,0,0,0,0,0,0,0,0,11,38
163,Marvin Jones,WR,JAX,0.0,DEN,2,2,Sun,11,6,55,9.17,1,54.50%,5.0,17.5,0,0,0,0,0,0,0,0,0,0,13,23
164,Sterling Shepard,WR,NYG,1.0,WAS,2,2,Thu,10,9,94,10.44,0,90.00%,9.4,17.5,0,0,0,0,0,1,-9,0,0,0,29,30
165,Jamison Crowder,WR,NYJ,0.0,CIN,7,8,Sun,9,8,84,10.5,0,88.90%,9.33,17.4,0,0,0,0,0,0,0,0,1,1,34,31
166,CeeDee Lamb,WR,DAL,1.0,LAC,2,2,Sun,9,8,81,10.13,0,88.90%,9.0,17.4,0,0,0,0,0,1,13,0,0,1,20,17
